files,zero_crossing_rate,spectral_centroid,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,labels
<DirEntry 'reggae.00080.wav'>,0.09429756984725444,2539.12100915184,5260.771359755656,-103.13667297363281,67.20503234863281,2.212646961212158,28.50449562072754,4.172196865081787,11.874951362609863,14.24476432800293,14.292828559875488,3.261751651763916,15.854269027709961,8.042966842651367,4.469097137451172,8.679430961608887,<DirEntry 'reggae
<DirEntry 'jazz.00016.wav'>,0.06984498864075793,1465.857446498189,2822.406728085122,-259.8767395019531,123.18716430664062,-6.390842437744141,37.570335388183594,-2.9776558876037598,13.05789566040039,-14.083035469055176,5.310006618499756,-11.961548805236816,3.5246269702911377,-9.633516311645508,5.333287239074707,-7.843498706817627,<DirEntry 'jazz
<DirEntry 'disco.00052.wav'>,0.16977497522718485,2590.6506858720963,5060.527559001595,-70.50270080566406,90.5178451538086,-48.066078186035156,36.68781280517578,-17.691068649291992,21.59544563293457,-30.19886589050293,24.046897888183594,-20.45977783203125,14.487847328186035,-18.499725341796875,9.128920555114746,-12.056172370910645,<DirEntry 'disco
<DirEntry 'jazz.00002.wav'>,0.05785736296403712,1064.6686670420765,1895.729578288138,-256.9590148925781,175.3587646484375,-44.82228469848633,25.650619506835938,-4.255734920501709,-0.2227637767791748,-11.312748908996582,-9.189111709594727,-4.095359802246094,-8.308259963989258,-22.548215866088867,-7.608586311340332,-7.6512908935546875,<DirEntry 'jazz
<DirEntry 'disco.00046.wav'>,0.11419814626836813,2259.5655416138134,4889.552593895011,-125.68153381347656,101.78446197509766,-17.478099822998047,33.67275619506836,-15.236323356628418,23.703140258789062,-8.659071922302246,18.544029235839844,-14.05430793762207,19.97024154663086,-15.139117240905762,12.96924877166748,-14.30630874633789,<DirEntry 'disco
<DirEntry 'reggae.00094.wav'>,0.09561853489945862,2022.4768503475636,3834.300738199681,-97.74687957763672,108.83124542236328,-24.916160583496094,21.304542541503906,12.560809135437012,7.772594451904297,-3.2837140560150146,3.5324554443359375,0.6926851868629456,4.1939921379089355,-9.66618824005127,4.267922401428223,2.4615843296051025,<DirEntry 'reggae
<DirEntry 'disco.00091.wav'>,0.09160579200502707,2038.1503574198655,4205.70269449681,-116.83857727050781,98.45072937011719,-18.99992561340332,44.83131790161133,3.808516025543213,28.495922088623047,-1.0879170894622803,14.709351539611816,-7.737640857696533,9.76047420501709,-10.10924243927002,6.360347747802734,-3.922947406768799,<DirEntry 'disco
<DirEntry 'rock.00011.wav'>,0.05433025787896365,1537.5906799015593,3416.7514455843966,-169.6363983154297,119.08700561523438,7.178452491760254,53.41263198852539,4.132238388061523,23.1241455078125,-5.710700511932373,24.979970932006836,-9.31857967376709,13.471598625183105,-14.267766952514648,5.952583312988281,-13.591863632202148,<DirEntry 'rock
<DirEntry 'reggae.00043.wav'>,0.0760128909271075,1484.715975682295,2775.1352686339906,-164.59457397460938,142.7074432373047,-41.489227294921875,41.226192474365234,16.171186447143555,-5.588591575622559,7.6330695152282715,5.620199680328369,0.8107262253761292,-10.478096008300781,-2.3444361686706543,-0.49634724855422974,-3.0657644271850586,<DirEntry 'reggae
<DirEntry 'reggae.00057.wav'>,0.07884288295146945,2169.0749851424653,4771.7111822070765,-177.52011108398438,98.31111145019531,14.755117416381836,21.15281105041504,14.985963821411133,10.221000671386719,4.95693302154541,0.8410158157348633,4.8558197021484375,6.870386600494385,3.5444672107696533,-0.3519101142883301,0.5710386633872986,<DirEntry 'reggae
<DirEntry 'disco.00085.wav'>,0.1586842311968291,3004.2729317540643,6576.261884153857,-166.8289031982422,67.67704772949219,11.212578773498535,37.440269470214844,-10.935418128967285,27.395235061645508,-18.938575744628906,27.295055389404297,-15.848695755004883,20.5400390625,-8.618115425109863,14.181403160095215,-6.046160697937012,<DirEntry 'disco
<DirEntry 'rock.00005.wav'>,0.07702117471481051,1542.1318211375356,2869.736475402407,-62.32036590576172,153.77755737304688,-55.120445251464844,28.000356674194336,-6.835790157318115,17.45644187927246,-22.60428237915039,18.130939483642578,-12.575698852539062,4.493539810180664,-8.381609916687012,7.209059715270996,-2.519583225250244,<DirEntry 'rock
<DirEntry 'metal.00022.wav'>,0.10695209783449343,2218.7437059827034,4780.212883827581,-45.80070114135742,108.00016784667969,-11.739300727844238,66.3260726928711,-30.210121154785156,9.240031242370605,-25.782838821411133,21.872127532958984,-17.935958862304688,10.276899337768555,-14.11439323425293,18.744993209838867,-14.23591423034668,<DirEntry 'metal
<DirEntry 'rock.00039.wav'>,0.12275949523878577,2559.136373910091,5446.934477414443,-50.8197135925293,86.39903259277344,-14.426875114440918,12.827899932861328,21.69257354736328,4.236032962799072,1.7399673461914062,3.704418659210205,4.686833381652832,-1.8586658239364624,-1.1932456493377686,-0.017301436513662338,-4.127179145812988,<DirEntry 'rock
<DirEntry 'metal.00036.wav'>,0.16043343363302398,2685.529888139436,5331.0748531757545,-71.25566864013672,82.35173797607422,-30.17868423461914,56.479881286621094,-10.879721641540527,26.828502655029297,-15.818696022033691,25.34568977355957,-15.6370267868042,17.77132225036621,-13.064862251281738,14.622526168823242,-14.286724090576172,<DirEntry 'metal
<DirEntry 'pop.00027.wav'>,0.1018672509425754,2682.2513871024557,5955.9124515117455,-75.31011962890625,83.35233306884766,10.692238807678223,14.464298248291016,14.244169235229492,7.392611503601074,5.275317192077637,-0.3945366442203522,5.729705333709717,3.368037462234497,-2.5240674018859863,-4.216263294219971,-1.8392584323883057,<DirEntry 'pop
<DirEntry 'country.00088.wav'>,0.06605051841647332,1622.736351486978,3526.9904541582077,-121.93228912353516,123.24041748046875,-8.487367630004883,51.601890563964844,-0.08187825977802277,20.415292739868164,-11.876684188842773,16.2557315826416,-11.52815055847168,11.828813552856445,-8.078534126281738,9.130592346191406,-8.649565696716309,<DirEntry 'country
<DirEntry 'pop.00033.wav'>,0.1370099061049884,2835.1038145262232,5944.9793131888055,-68.92820739746094,73.75994873046875,-12.472087860107422,9.549264907836914,-0.03781479597091675,12.7262601852417,3.1620442867279053,-0.07234964519739151,2.5348405838012695,2.8828864097595215,-1.6711935997009277,-3.0158863067626953,1.6182937622070312,<DirEntry 'pop
<DirEntry 'country.00063.wav'>,0.05825803303847641,1614.7481553933535,3659.845154799884,-185.4403533935547,118.47169494628906,17.843555450439453,48.8746223449707,-2.1539905071258545,21.352632522583008,-8.989935874938965,20.510719299316406,-11.418231964111328,9.269892692565918,-5.457645893096924,5.765243053436279,-2.979759454727173,<DirEntry 'country
<DirEntry 'country.00077.wav'>,0.08782189554331013,1512.9985603792006,2922.345438025667,-118.18706512451172,152.96682739257812,-46.51026916503906,31.115102767944336,-17.286691665649414,6.265568256378174,-3.6716983318328857,13.043842315673828,-13.127054214477539,15.689167976379395,-13.074953079223633,5.703221797943115,-10.688223838806152,<DirEntry 'country
<DirEntry 'blues.00093.wav'>,0.02169698315448569,570.0403547660414,927.6513898455627,-350.4346618652344,169.5399932861328,31.811309814453125,16.683826446533203,28.706918716430664,19.251598358154297,7.86456823348999,10.033659934997559,4.731570720672607,2.913109302520752,3.9220588207244873,1.8254836797714233,-5.968805313110352,<DirEntry 'blues
<DirEntry 'classical.00079.wav'>,0.05208824258023975,789.4212072363385,1158.0633247534802,-437.6479187011719,170.98812866210938,7.427472114562988,-3.10046124458313,0.8014156818389893,-11.131898880004883,-12.522610664367676,-6.8977742195129395,-5.842573165893555,-8.446322441101074,-8.475860595703125,-8.339656829833984,-7.380613327026367,<DirEntry 'classical
<DirEntry 'blues.00087.wav'>,0.05086923880993813,1441.899256960002,3082.8036067104117,-155.55882263183594,125.64532470703125,1.6011217832565308,45.81634521484375,0.9202859401702881,25.360576629638672,-10.786452293395996,15.552300453186035,-11.91231632232666,1.2670235633850098,-6.661260604858398,-0.797853946685791,-7.741701126098633,<DirEntry 'blues
<DirEntry 'classical.00045.wav'>,0.06226149338942308,1176.4774630291588,1903.2370042067307,-171.1051788330078,156.93055725097656,-21.84981918334961,5.337416648864746,-4.054869174957275,-3.7208259105682373,-8.906785011291504,-4.932888031005859,-7.912198066711426,-5.397179126739502,-9.334654808044434,-6.601844310760498,-7.79288911819458,<DirEntry 'classical
<DirEntry 'hiphop.00022.wav'>,0.07539659162316319,2025.565005791413,4603.375824753481,-100.60972595214844,110.21587371826172,1.0366617441177368,38.75178909301758,-14.496214866638184,20.633466720581055,-18.03163719177246,12.568232536315918,-14.121631622314453,15.092575073242188,-9.242668151855469,11.392888069152832,-9.50577163696289,<DirEntry 'hiphop
<DirEntry 'hiphop.00036.wav'>,0.12188535748106061,2967.125657791614,5804.3809370561075,-218.07736206054688,40.83345031738281,-14.31230354309082,33.90931701660156,12.156645774841309,13.607276916503906,5.874161243438721,7.521130561828613,5.3847856521606445,10.561014175415039,4.758870601654053,6.449563503265381,6.528915882110596,<DirEntry 'hiphop
<DirEntry 'classical.00051.wav'>,0.06010507872968266,1527.629815786948,3220.8471906443497,-230.2445526123047,119.15129089355469,-1.0509989261627197,28.387916564941406,10.008709907531738,16.12883758544922,4.791749000549316,6.190906524658203,0.9473565816879272,5.912571430206299,-1.178274393081665,3.573960304260254,-2.1003577709198,<DirEntry 'classical
<DirEntry 'blues.00050.wav'>,0.08579060022718484,1945.5331078931831,4174.593627646462,-82.99971771240234,107.08580780029297,-25.335439682006836,57.10451126098633,0.08550352603197098,34.68258285522461,-11.055122375488281,20.543169021606445,-11.194478988647461,14.819605827331543,-10.233335494995117,12.546019554138184,-9.75373363494873,<DirEntry 'blues
<DirEntry 'blues.00044.wav'>,0.09252533171403712,2278.9612516967195,5198.59486024507,-109.51258850097656,86.9213638305664,-8.59419059753418,64.48953247070312,-6.301508903503418,43.643489837646484,-8.29083251953125,28.54578399658203,-14.082674980163574,8.128630638122559,-21.48808479309082,11.088338851928711,-5.0916852951049805,<DirEntry 'blues
<DirEntry 'classical.00086.wav'>,0.07683462333236658,1356.1549279503427,2496.2028485716355,-283.4979248046875,159.58953857421875,-29.536367416381836,18.541332244873047,-9.867400169372559,-3.4277045726776123,-10.990823745727539,-9.783079147338867,-8.297109603881836,-4.248380184173584,-2.869798183441162,-5.977563858032227,-4.024008274078369,<DirEntry 'classical
<DirEntry 'classical.00092.wav'>,0.13096813370069604,1807.8898911540593,3073.0112451964906,-299.6480407714844,103.64811706542969,-27.680246353149414,51.0120735168457,12.305221557617188,16.478336334228516,-10.935712814331055,-0.8951447010040283,3.862285852432251,12.954363822937012,-12.407246589660645,2.46608304977417,5.1903510093688965,<DirEntry 'classical
<DirEntry 'blues.00078.wav'>,0.12381951493619489,2333.510453703183,4942.594552095417,-2.5103702545166016,101.25531768798828,-33.92262268066406,41.52524948120117,-13.80300521850586,31.91794204711914,-21.868831634521484,24.465660095214844,-15.86925220489502,15.800548553466797,-14.362424850463867,12.509907722473145,-13.368964195251465,<DirEntry 'blues
<DirEntry 'blues.00079.wav'>,0.12468240948859242,2442.871409593545,5267.699288989994,-3.5548324584960938,92.92088317871094,-25.078384399414062,45.17466735839844,-10.851961135864258,31.862457275390625,-18.039073944091797,28.624465942382812,-10.219611167907715,14.666830062866211,-14.900479316711426,14.735523223876953,-15.599456787109375,<DirEntry 'blues
<DirEntry 'classical.00093.wav'>,0.10824964955529776,1623.8519279187194,2732.31034068663,-207.38674926757812,117.60477447509766,-41.41357421875,13.24866771697998,-1.655465841293335,15.525357246398926,-10.332820892333984,-1.8827872276306152,-12.760220527648926,7.00240421295166,-0.7667924761772156,2.061206102371216,-8.255264282226562,<DirEntry 'classical
<DirEntry 'classical.00087.wav'>,0.05104483879543697,876.9834292869848,1457.4131516458817,-392.92291259765625,190.78292846679688,-13.342517852783203,8.278396606445312,1.5497223138809204,-11.070781707763672,-11.240392684936523,-14.006674766540527,-10.618850708007812,-9.384769439697266,-4.619543075561523,-10.070488929748535,-4.819359302520752,<DirEntry 'classical
<DirEntry 'blues.00045.wav'>,0.048048310010634185,1739.134032915427,4551.141569841212,-163.21676635742188,89.77884674072266,12.976251602172852,80.70230102539062,3.665379047393799,39.738739013671875,-5.406734943389893,26.49373435974121,-13.169927597045898,2.704878330230713,-20.55013656616211,6.014822959899902,-2.903660297393799,<DirEntry 'blues
<DirEntry 'blues.00051.wav'>,0.10660165313225058,1977.2342507767992,3943.4489309926043,-55.60753631591797,114.93162536621094,-37.031944274902344,64.8895034790039,-7.1417155265808105,15.237939834594727,-16.232675552368164,18.631574630737305,-9.752267837524414,21.454282760620117,-5.648910999298096,12.788084983825684,-16.53047752380371,<DirEntry 'blues
<DirEntry 'hiphop.00037.wav'>,0.21422600023674243,3785.4039493748483,7074.162930575284,-95.93733978271484,30.26994514465332,2.6407270431518555,12.59494400024414,-11.174015045166016,-2.2098004817962646,-3.688030481338501,-7.670185089111328,-5.388169765472412,-0.7315577864646912,-4.048375129699707,-3.059937000274658,-4.9760260581970215,<DirEntry 'hiphop
<DirEntry 'classical.00050.wav'>,0.04948709698859242,1170.0280758805013,2360.084027425319,-449.52783203125,151.51983642578125,-12.76174259185791,44.265838623046875,6.236341953277588,4.053188323974609,-1.483168601989746,-1.6189019680023193,-2.489428997039795,-4.29127836227417,-9.667425155639648,-1.3484270572662354,0.13589484989643097,<DirEntry 'classical
<DirEntry 'classical.00044.wav'>,0.0717101248308198,1181.3400969829443,2032.7227174267691,-402.1960144042969,154.01280212402344,-15.234307289123535,15.306428909301758,-3.0714192390441895,-3.1698169708251953,-9.762609481811523,-17.31507110595703,-12.308243751525879,-7.911025047302246,-7.106222629547119,-0.29975804686546326,1.531477928161621,<DirEntry 'classical
<DirEntry 'hiphop.00023.wav'>,0.10665716538573086,2240.3022291407915,4728.4366050065255,-44.688636779785156,101.1918716430664,-26.26351547241211,52.92453384399414,-11.71471118927002,26.940998077392578,-13.284929275512695,20.71065902709961,-17.482999801635742,11.864129066467285,-10.662629127502441,8.381729125976562,-15.42652702331543,<DirEntry 'hiphop
<DirEntry 'blues.00086.wav'>,0.04881868414056458,1245.730096028976,2518.210681463892,-212.76222229003906,139.04974365234375,9.453370094299316,35.44753646850586,12.7069673538208,20.415393829345703,-5.578319072723389,10.880581855773926,-8.735504150390625,8.058368682861328,0.16820085048675537,2.646514415740967,-1.029334306716919,<DirEntry 'blues
<DirEntry 'classical.00078.wav'>,0.041281857236078884,715.3997068104165,1037.798803201131,-552.1200561523438,173.35479736328125,26.352298736572266,14.116414070129395,7.256919860839844,-7.08310604095459,-5.854581832885742,-10.339325904846191,-11.015789985656738,-9.189096450805664,-8.82291030883789,-4.927473068237305,-3.645650863647461,<DirEntry 'classical
